Exercise_Name,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Jog In Place,"Stand with your feet hip-width apart and begin jogging in place, lifting your knees towards your chest.
Pump your arms back and forth to increase intensity.
Continue jogging for the desired duration.",https://www.bodybuilding.com/images/2020/xdb/2963_1.jpg,https://www.bodybuilding.com/images/2020/xdb/2963_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/finder,,8.4,Average
Dumbbell Raise,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand by your sides, palms facing inwards.
Keeping your arms straight, raise the dumbbells out to the sides until they reach shoulder height.
Slowly lower the dumbbells back to the starting position.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/327/Male/m/327_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/327/Male/m/327_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
Palms-Down Dumbbell Wrist Curl Over A Bench,"Sit on a bench with your forearms resting on your thighs, palms facing down, and hold a dumbbell in each hand.
Allow your wrists to hang over the edge of your knees.
Curl the dumbbells upwards by flexing your wrists, then slowly lower them back down.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/4/Male/m/4_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4/Male/m/4_2.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
One Arm Supinated Dumbbell Triceps Extension,"Stand or sit with a dumbbell in one hand, holding it with an underhand grip (palm facing up) and your arm extended overhead.
Keeping your upper arm stationary, lower the dumbbell behind your head by bending your elbow.
Extend your elbow to raise the dumbbell back to the starting position.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/362/Male/m/362_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/362/Male/m/362_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
Stationary bike,"Adjust the seat and handlebar height to a comfortable position.
Place your feet on the pedals and grasp the handlebars.
Start pedaling at a moderate pace.
Gradually increase or decrease the resistance as desired.
Maintain proper posture throughout the exercise, keeping your back straight and shoulders relaxed.
Continue pedaling for the desired duration of your workout.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.3,Average
Dumbbell bent-over row,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with a neutral grip (palms facing each other).
Hinge forward at your hips while keeping your back flat and core engaged.
Allow the dumbbells to hang straight down towards the floor.
Pull the dumbbells towards your torso by bending your elbows, squeezing your shoulder blades together at the top of the movement.
Lower the dumbbells back down with control to the starting position.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.3,Average
Barbell thruster,"Begin by holding a barbell at shoulder height with an overhand grip, hands slightly wider than shoulder-width apart.
Stand with your feet shoulder-width apart.
Perform a squat by lowering your hips back and down until your thighs are parallel to the ground.
As you rise from the squat, press the barbell overhead by fully extending your arms.
Lower the barbell back to shoulder height as you descend into the next squat repetition.
Repeat the squat and press motion for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.3,Average
Flutter Kicks,"Lie flat on your back with your arms at your sides and palms facing down.
Lift your legs off the ground a few inches, keeping them straight.
Begin fluttering your legs up and down in a controlled motion, alternating which leg is higher.
Keep your core engaged and lower back pressed into the floor throughout the exercise.
Continue fluttering for the desired duration of your workout.",,,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/finder,Weight Bench,8.3,Average
Dumbbell sumo squat,"Stand with your feet wider than shoulder-width apart, toes pointed slightly outward.
Hold a dumbbell in each hand with an overhand grip, letting them hang down at arm's length.
Lower your body into a squat position by bending your knees and pushing your hips back.
Keep your chest up and back straight as you lower down until your thighs are parallel to the ground.
Press through your heels to return to the starting position, squeezing your glutes at the top.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.3,Average
Barbell upright row,"Stand with your feet shoulder-width apart, holding a barbell with an overhand grip, hands slightly narrower than shoulder-width apart.
Let the barbell hang in front of your thighs with your arms fully extended.
Keeping the barbell close to your body, exhale and lift it straight up towards your chin, leading with your elbows.
Keep the barbell close to your body throughout the movement and pause briefly at the top.
Lower the barbell back down with control to the starting position.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.3,Average
Superman,"Lie face down on a mat with your arms extended overhead and legs straight.
Engage your core and lift your arms, chest, and legs off the ground simultaneously.
Keep your gaze down to maintain a neutral spine.
Hold the lifted position for a few seconds, squeezing your glutes and lower back.
Slowly lower back down to the starting position.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/lower-back,Lower Back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.3,Average
Straight-Arm Pulldown,"Stand in front of a cable machine with a straight bar attached to the high pulley.
Grasp the bar with an overhand grip, hands wider than shoulder-width apart.
Keep your arms straight and your core engaged.
Pull the bar down towards your thighs by engaging your lats and squeezing your shoulder blades together.
Pause briefly at the bottom of the movement, then slowly return the bar to the starting position.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-104c-straight-arm-bar-pull-down-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-104c-straight-arm-bar-pull-down-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.3,Average
Barbell stiff-legged deadlift,"Stand with your feet hip-width apart, holding a barbell with an overhand grip, hands shoulder-width apart.
Keep a slight bend in your knees and hinge forward at your hips, lowering the barbell towards the ground.
Keep your back flat and chest up as you lower the barbell, feeling a stretch in your hamstrings.
Lower the barbell as far as your flexibility allows while maintaining a neutral spine.
Engage your hamstrings and glutes to return to the starting position, squeezing them at the top.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.3,Average
Standing One-Arm Dumbbell Triceps Extension,"Stand with your feet shoulder-width apart, holding a dumbbell in one hand.
Raise the dumbbell overhead with your arm fully extended, palm facing inward.
Keep your upper arm close to your head and your elbow pointed forward.
Slowly bend your elbow, lowering the dumbbell behind your head until your forearm touches your biceps.
Pause briefly, then extend your arm to return to the starting position.
Repeat for the desired number of repetitions, then switch arms.",,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/finder,Dumbbells,8.3,Average
Smith machine bench press,"Adjust the bar on the Smith machine to an appropriate height.
Lie down on the bench with your back flat and feet planted firmly on the ground.
Grip the barbell with a slightly wider than shoulder-width grip.
Unrack the bar and lower it towards your chest while keeping your elbows tucked.
Press the bar back up to the starting position, fully extending your arms.",,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.3,Average
Seated Side Lateral Raise,"Sit on a bench with your feet flat on the floor and a dumbbell in each hand by your sides.
Keep a slight bend in your elbows and lift the dumbbells out to the sides until they reach shoulder height.
Lower the dumbbells back down with control and repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.3,Average
Dumbbell Lying Rear Lateral Raise,"Lie face down on a bench with a dumbbell in each hand, palms facing towards each other.
Lift the dumbbells out to the sides until your arms are parallel to the ground.
Squeeze your shoulder blades together at the top of the movement.
Lower the dumbbells back down with control and repeat.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13n-incline-dumbbell-reverse-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13n-incline-dumbbell-reverse-fly-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.3,Average
Dumbbell preacher curl,"Sit on a preacher bench with your armpits resting against the pad and hold a dumbbell in one hand, palm facing up.
Extend your arm fully, then curl the weight up towards your shoulder while keeping your upper arm stationary.
Lower the weight back down with control and repeat for the desired number of reps before switching arms.",,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.3,Average
